Client ID,Client Type,Number of Customers,Monthly Target,Zip Code,Calendardate, Amount Collected ,Unit Sold,Campaign (Email),Campaign (Flyer),Campaign (Phone),Facebook,Instagram,YouTube,TikTok,LinkedIn,Number of Competition
ID-987305,Private Facility,120,5,1003,18-03-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987305,Private Facility,120,5,1003,18-04-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987305,Private Facility,120,5,1003,19-05-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987305,Private Facility,120,5,1003,16-06-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987305,Private Facility,120,5,1003,17-07-2015, -   ,0,0,0,0,0,322500,322500,0,0,Low
ID-987305,Private Facility,120,5,1003,16-08-2015,3409460,24,0,0,0,0,322500,0,0,0,Low
ID-987305,Private Facility,120,5,1003,16-09-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987305,Private Facility,120,5,1003,16-10-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987305,Private Facility,120,5,1003,16-11-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987305,Private Facility,120,5,1003,17-12-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987306,Large Facility ,200,10,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,18-03-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,18-04-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,19-05-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-06-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,17-07-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-08-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-09-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-10-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-11-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,17-12-2014,20456764,147,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-01-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-02-2015,17047304,123,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,18-03-2015,17047304,123,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,18-04-2015,17047304,123,0,0,0,0,0,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,19-05-2015, -   ,0,0,694988,0,322500,322500,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-06-2015, -   ,0,0,1792240,0,0,645000,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,17-07-2015,17047304,123,333813,0,0,0,967500,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-08-2015, -   ,0,0,903000,0,0,645000,0,0,0,Low
ID-987306,Large Facility ,200,10,1003,16-09-2015,23866224,171,0,0,0,0,322500,0,0,0,High
ID-987306,Large Facility ,200,10,1003,16-10-2015, -   ,0,0,0,0,0,322500,322500,0,0,High
ID-987306,Large Facility ,200,10,1003,16-11-2015,17047304,123,0,0,0,0,645000,0,0,0,High
ID-987306,Large Facility ,200,10,1003,17-12-2015, -   ,0,0,919125,0,0,0,322500,0,0,High
ID-987307,Large Facility ,120,5,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,18-03-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,18-04-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,19-05-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-06-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,17-07-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-08-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-09-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-10-2014,3409460,24,688000,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-11-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,17-12-2014, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-01-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-02-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,18-03-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,18-04-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,19-05-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-06-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,17-07-2015, -   ,0,333813,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-08-2015, -   ,0,0,0,0,0,322500,0,0,0,Low
ID-987307,Large Facility ,120,5,1003,16-09-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987307,Large Facility ,120,5,1003,16-10-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987307,Large Facility ,120,5,1003,16-11-2015, -   ,0,0,0,0,0,322500,0,0,0,High
ID-987307,Large Facility ,120,5,1003,17-12-2015, -   ,0,0,0,0,0,0,0,0,0,High
ID-987308,Large Facility ,240,20,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,18-03-2014, -   ,0,0,0,0,0,1612500,2580000,0,0,Low
ID-987308,Large Facility ,240,20,1003,18-04-2014, -   ,0,0,0,0,0,1290000,2902500,322500,0,Low
ID-987308,Large Facility ,240,20,1003,19-05-2014, -   ,0,0,0,0,0,967500,967500,0,645000,Low
ID-987308,Large Facility ,240,20,1003,16-06-2014, -   ,0,0,0,0,0,1290000,322500,0,0,Low
ID-987308,Large Facility ,240,20,1003,17-07-2014, -   ,0,4111918,0,0,0,645000,645000,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-08-2014, -   ,0,0,0,0,0,1290000,967500,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-09-2014, -   ,0,0,0,0,0,1290000,645000,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-10-2014, -   ,0,0,0,0,322500,2580000,322500,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-11-2014, -   ,0,0,0,0,0,1290000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,17-12-2014,8523652,24,0,0,0,0,1290000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-01-2015, -   ,0,0,0,1772460,1612500,322500,0,322500,0,Low
ID-987308,Large Facility ,240,20,1003,16-02-2015, -   ,0,0,0,0,645000,645000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,18-03-2015, -   ,0,0,0,0,645000,645000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,18-04-2015, -   ,0,0,4326454,0,0,3870000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,19-05-2015, -   ,0,0,3778883,0,0,645000,0,0,322500,Low
ID-987308,Large Facility ,240,20,1003,16-06-2015, -   ,0,0,0,0,0,2580000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,17-07-2015, -   ,0,0,0,0,0,1612500,322500,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-08-2015, -   ,0,0,0,0,0,1290000,0,0,0,Low
ID-987308,Large Facility ,240,20,1003,16-09-2015, -   ,0,0,0,0,0,1290000,0,0,0,High
ID-987308,Large Facility ,240,20,1003,16-10-2015, -   ,0,0,0,0,0,1935000,0,0,0,High
ID-987308,Large Facility ,240,20,1003,16-11-2015, -   ,0,0,0,0,0,1612500,322500,0,0,High
ID-987308,Large Facility ,240,20,1003,17-12-2015, -   ,0,0,0,0,0,1935000,0,0,0,High
ID-987309,Large Facility ,520,40,1003,16-01-2014,11933112,48,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,18-03-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,18-04-2014, -   ,0,328090,0,0,0,0,0,322500,0,Low
ID-987309,Large Facility ,520,40,1003,19-05-2014, -   ,0,0,0,0,0,0,322500,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-06-2014,22161496,123,0,0,0,0,0,322500,0,0,Low
ID-987309,Large Facility ,520,40,1003,17-07-2014,17047304,123,787751,5259106,0,0,645000,645000,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-08-2014,17047304,48,0,0,0,0,0,322500,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-09-2014, -   ,0,0,4414363,0,0,967500,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-10-2014,20456764,75,247775,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-11-2014,6818920,48,1897298,3543733,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,17-12-2014,18752032,99,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-01-2015,13637844,99,0,2892537,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-02-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,18-03-2015, -   ,0,296937,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,18-04-2015,10228384,75,0,0,0,0,0,0,0,0,Low
ID-987309,Large Facility ,520,40,1003,19-05-2015, -   ,0,0,0,0,0,0,1612500,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-06-2015, -   ,0,0,0,0,0,0,1935000,0,0,Low
ID-987309,Large Facility ,520,40,1003,17-07-2015, -   ,0,0,1903455,0,0,967500,1935000,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-08-2015, -   ,0,0,0,0,0,1290000,1290000,0,0,Low
ID-987309,Large Facility ,520,40,1003,16-09-2015, -   ,0,0,0,0,0,0,0,0,0,High
ID-987309,Large Facility ,520,40,1003,16-10-2015,-17047304,-48,0,0,0,0,1612500,0,0,0,High
ID-987309,Large Facility ,520,40,1003,16-11-2015,-22161496,-63,232200,0,0,0,1612500,0,0,0,High
ID-987309,Large Facility ,520,40,1003,17-12-2015, -   ,0,0,2042500,0,0,1612500,0,0,0,High
ID-987310,Large Facility ,1200,70,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,18-03-2014, -   ,0,0,0,0,0,967500,2257500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,18-04-2014, -   ,0,0,0,0,0,1290000,3547500,0,322500,Low
ID-987310,Large Facility ,1200,70,1003,19-05-2014, -   ,0,746480,0,0,0,1935000,4192500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-06-2014,11933112,48,1855128,0,0,0,967500,4192500,322500,0,Low
ID-987310,Large Facility ,1200,70,1003,17-07-2014, -   ,0,7250540,0,0,0,3225000,2257500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-08-2014, -   ,0,0,957825,0,0,2257500,2580000,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-09-2014,-5966556,-9,421310,0,0,0,2902500,1612500,322500,0,Low
ID-987310,Large Facility ,1200,70,1003,16-10-2014,11933112,48,0,2662345,0,1290000,4515000,322500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-11-2014,3409460,24,226726,1192321,0,0,5482500,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,17-12-2014, -   ,0,0,2103410,0,0,2580000,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-01-2015,3409460,24,0,0,9617380,4192500,1290000,0,645000,0,Low
ID-987310,Large Facility ,1200,70,1003,16-02-2015,3409460,24,0,725840,0,2580000,1935000,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,18-03-2015, -   ,0,129000,0,0,1290000,2902500,322500,322500,0,Low
ID-987310,Large Facility ,1200,70,1003,18-04-2015,3409460,24,0,0,0,0,5482500,0,0,0,Low
ID-987310,Large Facility ,1200,70,1003,19-05-2015,6818920,48,0,0,0,0,3225000,322500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-06-2015,10228384,75,0,3642100,0,0,4515000,645000,0,0,Low
ID-987310,Large Facility ,1200,70,1003,17-07-2015,17047304,123,0,4131595,0,0,5482500,1290000,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-08-2015,6818920,48,844357,0,0,0,4515000,1612500,0,0,Low
ID-987310,Large Facility ,1200,70,1003,16-09-2015,6818920,48,0,1254525,0,0,3225000,645000,0,0,High
ID-987310,Large Facility ,1200,70,1003,16-10-2015,18752032,99,3493105,1209375,0,0,5482500,645000,0,0,High
ID-987310,Large Facility ,1200,70,1003,16-11-2015,20456764,147,2073976,6268488,0,0,6127500,1290000,0,0,High
ID-987310,Large Facility ,1200,70,1003,17-12-2015,92055440,663,0,57328,0,0,4192500,967500,0,0,High
ID-987312,Large Facility ,120,10,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-03-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-04-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,19-05-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-06-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,17-07-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-08-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-09-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-10-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-11-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,17-12-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-01-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-02-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-03-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,18-04-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,19-05-2015,3409460,24,0,0,0,0,322500,322500,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-06-2015,3409460,24,0,2576311,0,0,967500,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,17-07-2015,6818920,48,0,43430,0,0,645000,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-08-2015,3409460,24,0,0,0,0,645000,0,0,0,Low
ID-987312,Large Facility ,120,10,1003,16-09-2015,6818920,48,0,0,0,0,322500,0,0,0,High
ID-987312,Large Facility ,120,10,1003,16-10-2015,6818920,48,0,0,0,0,645000,0,0,0,High
ID-987312,Large Facility ,120,10,1003,16-11-2015,10228384,75,0,0,0,0,967500,0,0,0,High
ID-987312,Large Facility ,120,10,1003,17-12-2015,6818920,48,0,0,0,0,0,322500,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-01-2014,13637844,99,0,0,0,0,0,0,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-02-2014,20456764,147,0,0,0,0,1612500,1290000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-03-2014,20456764,147,0,0,0,0,0,0,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-04-2014,10228384,75,0,0,0,0,1290000,4192500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,19-05-2014,17047304,123,0,3801690,0,322500,5805000,2580000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-06-2014,27275684,198,5592288,148350,0,0,5805000,1290000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-07-2014,23866224,171,0,684087,0,0,6127500,3547500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-08-2014,27275684,198,0,0,0,0,4515000,2580000,0,645000,Low
ID-987316,Large Facility ,2560,130,1003,16-09-2014,37504068,270,0,0,0,0,3547500,3225000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-10-2014,40913528,294,0,0,0,0,4515000,2902500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-11-2014,44322988,321,0,4315871,0,0,4837500,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-12-2014,44322988,321,0,2425372,0,0,4515000,2580000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-01-2015,54551372,393,5726783,0,0,0,5805000,1612500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-02-2015,44322988,321,0,0,0,0,5805000,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-03-2015,54551372,393,0,3947615,0,0,4837500,645000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,18-04-2015,44322988,321,0,2449710,0,0,8062500,322500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,19-05-2015,34094608,246,0,7254607,0,0,4515000,1290000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-06-2015,40913528,294,0,3742393,0,0,6127500,1935000,0,0,Low
ID-987316,Large Facility ,2560,130,1003,17-07-2015,54551372,393,0,6997343,0,0,7740000,967500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-08-2015,40913528,294,1538936,0,0,0,5805000,1612500,0,0,Low
ID-987316,Large Facility ,2560,130,1003,16-09-2015,51141912,369,0,3505738,0,0,7095000,1935000,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-10-2015,61370292,444,0,3575450,0,0,5482500,2580000,0,0,High
ID-987316,Large Facility ,2560,130,1003,16-11-2015,47732452,345,0,172000,4356889,0,6772500,3547500,0,0,High
ID-987316,Large Facility ,2560,130,1003,17-12-2015,54551372,393,0,4008512,0,0,4837500,1612500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-02-2014, -   ,0,0,0,0,0,967500,1290000,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,18-03-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-04-2014, -   ,0,0,0,0,0,1290000,1612500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,19-05-2014, -   ,0,0,0,0,0,3225000,3547500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-06-2014, -   ,0,573715,0,0,0,2902500,3547500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,17-07-2014, -   ,0,0,2692901,0,0,1612500,2580000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-08-2014,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-09-2014,-3409460,-24,0,0,0,0,1290000,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-10-2014,3409460,24,0,0,0,0,967500,2902500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-11-2014, -   ,0,0,0,0,0,967500,2257500,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,17-12-2014,3409460,24,0,0,0,0,1290000,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-01-2015,-3409460,-24,0,0,0,0,1290000,2580000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-02-2015,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-03-2015,3409460,24,0,0,0,0,1290000,1935000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,18-04-2015, -   ,0,0,0,0,0,322500,967500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,19-05-2015, -   ,0,0,0,0,0,645000,1612500,0,322500,Low
ID-987318,Large Facility ,1480,75,1003,16-06-2015, -   ,0,0,0,0,0,1290000,3225000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,17-07-2015,3409460,24,0,0,0,0,1612500,3225000,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-08-2015,3409460,24,0,0,0,0,967500,2257500,0,0,Low
ID-987318,Large Facility ,1480,75,1003,16-09-2015,6818920,48,0,0,0,0,322500,2257500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-10-2015, -   ,0,0,0,0,0,645000,3547500,0,0,High
ID-987318,Large Facility ,1480,75,1003,16-11-2015,3409460,24,0,1323875,3474133,0,645000,4837500,0,0,High
ID-987318,Large Facility ,1480,75,1003,17-12-2015,13637844,99,0,1950067,0,0,322500,2257500,0,0,High
ID-987320,Private Facility,40,10,1003,16-01-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,18-03-2014, -   ,0,0,0,0,0,645000,0,0,0,Low
ID-987320,Private Facility,40,10,1003,18-04-2014, -   ,0,0,0,0,0,0,0,322500,0,Low
ID-987320,Private Facility,40,10,1003,19-05-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-06-2014, -   ,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,17-07-2014, -   ,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-08-2014, -   ,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-09-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-10-2014, -   ,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,16-11-2014, -   ,0,0,0,0,0,322500,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,17-12-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-01-2015, -   ,0,0,0,0,0,0,322500,0,0,Low
ID-987320,Private Facility,40,10,1003,16-02-2015, -   ,0,0,0,0,0,0,645000,0,0,Low
ID-987320,Private Facility,40,10,1003,18-03-2015, -   ,0,0,0,0,0,0,322500,0,322500,Low
ID-987320,Private Facility,40,10,1003,18-04-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,19-05-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-06-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,17-07-2015, -   ,0,0,0,0,0,0,322500,0,0,Low
ID-987320,Private Facility,40,10,1003,16-08-2015, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987320,Private Facility,40,10,1003,16-09-2015, -   ,0,0,0,0,0,0,322500,0,0,High
ID-987320,Private Facility,40,10,1003,16-10-2015, -   ,0,0,0,0,0,0,645000,0,0,High
ID-987320,Private Facility,40,10,1003,16-11-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987320,Private Facility,40,10,1003,17-12-2015,3409460,24,0,0,0,0,0,0,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-01-2014,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-02-2014, -   ,0,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-03-2014,6818920,48,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-04-2014,3409460,24,0,0,0,0,0,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,19-05-2014,6818920,48,0,437258,0,0,6450000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-06-2014,3409460,24,0,0,0,0,6450000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-07-2014,13637844,99,0,0,0,0,5482500,1935000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-08-2014,6818920,48,0,0,0,0,3547500,2580000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-09-2014, -   ,0,0,0,0,0,645000,1612500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-10-2014,6818920,48,0,0,0,0,9352500,2580000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-11-2014,6818920,48,0,0,0,0,6127500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-12-2014,10228384,75,0,0,0,0,5482500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-01-2015,6818920,48,0,0,0,0,10642500,322500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-02-2015,6818920,48,0,0,0,0,10965000,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-03-2015,3409460,24,0,0,0,0,4837500,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,18-04-2015,10228384,75,0,0,0,0,5482500,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,19-05-2015,10228384,75,0,0,0,0,4837500,0,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-06-2015,6818920,48,0,383384,0,0,6772500,322500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,17-07-2015,13637844,99,0,0,0,0,7095000,645000,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-08-2015,10228384,75,422178,2451000,0,0,6772500,967500,0,0,Low
ID-987322,Small Facility ,2316,105,1003,16-09-2015,10228384,75,0,0,0,0,5160000,967500,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-10-2015,30685148,222,0,0,0,0,8062500,967500,0,0,High
ID-987322,Small Facility ,2316,105,1003,16-11-2015,30685148,222,0,0,0,0,4515000,1612500,0,0,High
ID-987322,Small Facility ,2316,105,1003,17-12-2015,17047304,123,0,0,0,0,2257500,967500,0,0,High
ID-987323,Private Facility,1000,45,1003,16-01-2014,23866224,171,0,0,0,0,0,2580000,0,0,Low
ID-987323,Private Facility,1000,45,1003,16-02-2014,20456764,147,0,0,0,0,0,1935000,0,0,Low
ID-987323,Private Facility,1000,45,1003,18-03-2014,20456764,147,0,0,0,0,0,967500,0,0,Low
ID-987323,Private Facility,1000,45,1003,18-04-2014,34094608,246,0,0,0,0,322500,1612500,0,0,Low
ID-987323,Private Facility,1000,45,1003,19-05-2014,27275684,198,0,0,0,0,1290000,0,0,0,Low
